insert into PURCHASEEVENT values(1, 30, 158, (TO_DATE('01/03/2005', 'mm/dd/yyyy')), 3.46); 
insert into PURCHASEEVENT values(35427, 42, 247, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 2.2); 
insert into PURCHASEEVENT values(35428, 52, 278, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 4.6); 
insert into PURCHASEEVENT values(35429, 43, 267, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.36); 
insert into PURCHASEEVENT values(35430, 56, 278, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 4.58); 
insert into PURCHASEEVENT values(35431, 35, 101, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.9); 
insert into PURCHASEEVENT values(35432, 45, 221, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.64); 
insert into PURCHASEEVENT values(35433, 44, 202, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.41); 
insert into PURCHASEEVENT values(35434, 32, 164, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.41); 
insert into PURCHASEEVENT values(35435, 46, 200, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.31); 
insert into PURCHASEEVENT values(35436, 54, 305, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.54); 
insert into PURCHASEEVENT values(35437, 49, 314, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 4.78); 
insert into PURCHASEEVENT values(35438, 15, 13, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 4.49); 
insert into PURCHASEEVENT values(35439, 29, 103, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 4.84); 
insert into PURCHASEEVENT values(35440, 40, 257, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 2.55); 
insert into PURCHASEEVENT values(35441, 32, 159, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.2); 
insert into PURCHASEEVENT values(35442, 31, 142, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.6); 
insert into PURCHASEEVENT values(35443, 7, 3, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.5); 
insert into PURCHASEEVENT values(35444, 33, 176, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.17); 
insert into PURCHASEEVENT values(35445, 55, 320, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 2.18); 
insert into PURCHASEEVENT values(35446, 53, 278, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.75); 
insert into PURCHASEEVENT values(35447, 54, 352, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 2.43); 
insert into PURCHASEEVENT values(35448, 34, 160, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 2.96); 
insert into PURCHASEEVENT values(35449, 46, 205, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 2.95); 
insert into PURCHASEEVENT values(35450, 15, 29, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 4.02); 
insert into PURCHASEEVENT values(35451, 1, 58, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.81); 
insert into PURCHASEEVENT values(35452, 44, 217, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.87); 
insert into PURCHASEEVENT values(35453, 14, 32, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.95); 
insert into PURCHASEEVENT values(35454, 53, 351, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 2.29); 
insert into PURCHASEEVENT values(35455, 44, 250, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.05); 
insert into PURCHASEEVENT values(35456, 29, 96, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 4.63); 
insert into PURCHASEEVENT values(35457, 34, 118, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.34); 
insert into PURCHASEEVENT values(35458, 32, 136, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 2.75); 
insert into PURCHASEEVENT values(35459, 35, 113, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.7); 
insert into PURCHASEEVENT values(35460, 25, 106, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.45); 
insert into PURCHASEEVENT values(35461, 45, 189, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.93); 
insert into PURCHASEEVENT values(35462, 55, 296, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.41); 
insert into PURCHASEEVENT values(35463, 45, 241, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 2.59); 
insert into PURCHASEEVENT values(35464, 46, 249, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.05); 
insert into PURCHASEEVENT values(35465, 56, 285, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.8); 
insert into PURCHASEEVENT values(35466, 55, 326, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 2.83); 
insert into PURCHASEEVENT values(35467, 56, 345, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 2.87); 
insert into PURCHASEEVENT values(35468, 14, 58, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 3.68); 
insert into PURCHASEEVENT values(35469, 35, 161, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 2.94); 
insert into PURCHASEEVENT values(35470, 32, 158, (TO_DATE('01/27/2005', 'mm/dd/yyyy')), 4.02); 
insert into PURCHASEEVENT values(35471, 50, 359, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.61); 
insert into PURCHASEEVENT values(35472, 56, 279, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.93); 
insert into PURCHASEEVENT values(35473, 15, 53, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.96); 
insert into PURCHASEEVENT values(35474, 45, 237, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.74); 
insert into PURCHASEEVENT values(35475, 53, 341, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(35476, 41, 184, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.7); 
insert into PURCHASEEVENT values(35477, 14, 23, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.69); 
insert into PURCHASEEVENT values(35478, 18, 113, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.03); 
insert into PURCHASEEVENT values(35479, 31, 158, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.07); 
insert into PURCHASEEVENT values(35480, 29, 170, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.94); 
insert into PURCHASEEVENT values(35481, 45, 231, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.84); 
insert into PURCHASEEVENT values(35482, 55, 307, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.34); 
insert into PURCHASEEVENT values(35483, 52, 287, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.43); 
insert into PURCHASEEVENT values(35484, 54, 290, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.6); 
insert into PURCHASEEVENT values(35485, 13, 25, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.82); 
insert into PURCHASEEVENT values(35486, 51, 334, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.5); 
insert into PURCHASEEVENT values(35487, 51, 312, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.78); 
insert into PURCHASEEVENT values(35488, 55, 360, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.41); 
insert into PURCHASEEVENT values(35489, 54, 359, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.65); 
insert into PURCHASEEVENT values(35490, 13, 23, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.24); 
insert into PURCHASEEVENT values(35491, 50, 355, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.6); 
insert into PURCHASEEVENT values(35492, 16, 63, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.87); 
insert into PURCHASEEVENT values(35493, 12, 9, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.36); 
insert into PURCHASEEVENT values(35494, 27, 148, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.63); 
insert into PURCHASEEVENT values(35495, 16, 57, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.08); 
insert into PURCHASEEVENT values(35496, 45, 201, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.51); 
insert into PURCHASEEVENT values(35497, 46, 206, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(35498, 46, 239, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.13); 
insert into PURCHASEEVENT values(35499, 33, 169, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.53); 
insert into PURCHASEEVENT values(35500, 37, 196, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.41); 
insert into PURCHASEEVENT values(35501, 56, 274, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.35); 
insert into PURCHASEEVENT values(35502, 55, 347, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.87); 
insert into PURCHASEEVENT values(35503, 33, 123, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(35504, 43, 201, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.62); 
insert into PURCHASEEVENT values(35505, 46, 216, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.22); 
insert into PURCHASEEVENT values(35506, 43, 211, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.0); 
insert into PURCHASEEVENT values(35507, 35, 142, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.72); 
insert into PURCHASEEVENT values(35508, 56, 281, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.29); 
insert into PURCHASEEVENT values(35509, 46, 247, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.17); 
insert into PURCHASEEVENT values(35510, 14, 23, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(35511, 1, 16, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(35512, 11, 32, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.09); 
insert into PURCHASEEVENT values(35513, 54, 343, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.85); 
insert into PURCHASEEVENT values(35514, 27, 111, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.98); 
insert into PURCHASEEVENT values(35515, 54, 324, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.86); 
insert into PURCHASEEVENT values(35516, 32, 140, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.61); 
insert into PURCHASEEVENT values(35517, 10, 74, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.66); 
insert into PURCHASEEVENT values(35518, 36, 168, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.48); 
insert into PURCHASEEVENT values(35519, 16, 82, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.03); 
insert into PURCHASEEVENT values(35520, 13, 29, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.7); 
insert into PURCHASEEVENT values(35521, 46, 221, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.39); 
insert into PURCHASEEVENT values(35522, 8, 12, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 5.14); 
insert into PURCHASEEVENT values(35523, 8, 76, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.32); 
insert into PURCHASEEVENT values(35524, 16, 60, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(35525, 20, 118, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.16); 
insert into PURCHASEEVENT values(35526, 46, 220, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.17); 
insert into PURCHASEEVENT values(35527, 43, 261, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 3.04); 
insert into PURCHASEEVENT values(35528, 56, 333, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.97); 
insert into PURCHASEEVENT values(35529, 14, 13, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 5.1); 
insert into PURCHASEEVENT values(35530, 44, 247, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 2.34); 
insert into PURCHASEEVENT values(35531, 9, 10, (TO_DATE('01/28/2005', 'mm/dd/yyyy')), 4.51); 
insert into PURCHASEEVENT values(35532, 56, 319, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 2.44); 
insert into PURCHASEEVENT values(35533, 16, 69, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.58); 
insert into PURCHASEEVENT values(35534, 45, 257, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 2.64); 
insert into PURCHASEEVENT values(35535, 42, 234, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 2.55); 
insert into PURCHASEEVENT values(35536, 35, 160, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.69); 
insert into PURCHASEEVENT values(35537, 55, 313, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.99); 
insert into PURCHASEEVENT values(35538, 54, 311, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.51); 
insert into PURCHASEEVENT values(35539, 41, 232, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.07); 
insert into PURCHASEEVENT values(35540, 56, 355, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 2.94); 
insert into PURCHASEEVENT values(35541, 53, 273, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.01); 
insert into PURCHASEEVENT values(35542, 10, 87, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 2.98); 
insert into PURCHASEEVENT values(35543, 3, 45, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 5.06); 
insert into PURCHASEEVENT values(35544, 49, 347, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.04); 
insert into PURCHASEEVENT values(35545, 31, 117, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 4.71); 
insert into PURCHASEEVENT values(35546, 46, 187, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.33); 
insert into PURCHASEEVENT values(35547, 10, 32, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 4.52); 
insert into PURCHASEEVENT values(35548, 55, 359, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.04); 
insert into PURCHASEEVENT values(35549, 15, 86, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.5); 
insert into PURCHASEEVENT values(35550, 28, 180, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.05); 
insert into PURCHASEEVENT values(35551, 27, 119, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.71); 
insert into PURCHASEEVENT values(35552, 56, 310, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 4.33); 
insert into PURCHASEEVENT values(35553, 56, 305, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.55); 
insert into PURCHASEEVENT values(35554, 14, 72, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 2.63); 
insert into PURCHASEEVENT values(35555, 36, 157, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.47); 
insert into PURCHASEEVENT values(35556, 10, 58, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.47); 
insert into PURCHASEEVENT values(35557, 11, 37, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 5.38); 
insert into PURCHASEEVENT values(35558, 45, 205, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 2.57); 
insert into PURCHASEEVENT values(35559, 55, 340, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 2.38); 
insert into PURCHASEEVENT values(35560, 30, 111, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 4.17); 
insert into PURCHASEEVENT values(35561, 16, 9, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.96); 
insert into PURCHASEEVENT values(35562, 56, 286, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.31); 
insert into PURCHASEEVENT values(35563, 29, 122, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 4.47); 
insert into PURCHASEEVENT values(35564, 36, 146, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 4.24); 
insert into PURCHASEEVENT values(35565, 43, 225, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 4.21); 
insert into PURCHASEEVENT values(35566, 32, 99, (TO_DATE('01/31/2005', 'mm/dd/yyyy')), 3.85); 
insert into PURCHASEEVENT values(35567, 54, 309, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 4.21); 
insert into PURCHASEEVENT values(35568, 44, 243, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 1.95); 
insert into PURCHASEEVENT values(35569, 54, 280, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.37); 
insert into PURCHASEEVENT values(35570, 55, 314, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 4.69); 
insert into PURCHASEEVENT values(35571, 36, 128, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 5.15); 
insert into PURCHASEEVENT values(35572, 16, 85, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.59); 
insert into PURCHASEEVENT values(35573, 44, 261, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.41); 
insert into PURCHASEEVENT values(35574, 42, 242, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.07); 
insert into PURCHASEEVENT values(35575, 7, 78, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 2.91); 
insert into PURCHASEEVENT values(35576, 43, 195, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.06); 
insert into PURCHASEEVENT values(35577, 53, 272, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.02); 
insert into PURCHASEEVENT values(35578, 47, 332, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(35579, 10, 12, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 4.4); 
insert into PURCHASEEVENT values(35580, 45, 211, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.42); 
insert into PURCHASEEVENT values(35581, 25, 155, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.45); 
insert into PURCHASEEVENT values(35582, 45, 187, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.28); 
insert into PURCHASEEVENT values(35583, 27, 144, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.18); 
insert into PURCHASEEVENT values(35584, 10, 84, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.82); 
insert into PURCHASEEVENT values(35585, 26, 107, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.19); 
insert into PURCHASEEVENT values(35586, 14, 90, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.62); 
insert into PURCHASEEVENT values(35587, 10, 30, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.79); 
insert into PURCHASEEVENT values(35588, 8, 48, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 2.72); 
insert into PURCHASEEVENT values(35589, 15, 69, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.66); 
insert into PURCHASEEVENT values(35590, 55, 298, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(35591, 30, 95, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 4.31); 
insert into PURCHASEEVENT values(35592, 14, 52, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(35593, 34, 91, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.76); 
insert into PURCHASEEVENT values(35594, 55, 339, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.33); 
insert into PURCHASEEVENT values(35595, 30, 105, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 4.31); 
insert into PURCHASEEVENT values(35596, 45, 261, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.17); 
insert into PURCHASEEVENT values(35597, 53, 359, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 2.95); 
insert into PURCHASEEVENT values(35598, 44, 263, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 2.55); 
insert into PURCHASEEVENT values(35599, 11, 20, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.33); 
insert into PURCHASEEVENT values(35600, 28, 163, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(35601, 8, 68, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(35602, 46, 252, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 2.32); 
insert into PURCHASEEVENT values(35603, 46, 257, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 2.96); 
insert into PURCHASEEVENT values(35604, 45, 240, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.09); 
insert into PURCHASEEVENT values(35605, 13, 34, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 4.37); 
insert into PURCHASEEVENT values(35606, 46, 184, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 4.4); 
insert into PURCHASEEVENT values(35607, 25, 163, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.32); 
insert into PURCHASEEVENT values(35608, 45, 215, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 4.03); 
insert into PURCHASEEVENT values(35609, 54, 336, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 2.94); 
insert into PURCHASEEVENT values(35610, 55, 301, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.06); 
insert into PURCHASEEVENT values(35611, 35, 103, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 4.55); 
insert into PURCHASEEVENT values(35612, 13, 79, (TO_DATE('02/01/2005', 'mm/dd/yyyy')), 3.81); 
insert into PURCHASEEVENT values(35613, 16, 17, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.71); 
insert into PURCHASEEVENT values(35614, 54, 356, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.31); 
insert into PURCHASEEVENT values(35615, 15, 5, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.2); 
insert into PURCHASEEVENT values(35616, 13, 78, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.39); 
insert into PURCHASEEVENT values(35617, 14, 2, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 4.74); 
insert into PURCHASEEVENT values(35618, 55, 355, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.16); 
insert into PURCHASEEVENT values(35619, 27, 118, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.44); 
insert into PURCHASEEVENT values(35620, 30, 104, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 4.27); 
insert into PURCHASEEVENT values(35621, 31, 167, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.08); 
insert into PURCHASEEVENT values(35622, 4, 33, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.88); 
insert into PURCHASEEVENT values(35623, 45, 221, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 4.33); 
insert into PURCHASEEVENT values(35624, 55, 343, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.49); 
insert into PURCHASEEVENT values(35625, 13, 59, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.5); 
insert into PURCHASEEVENT values(35626, 11, 30, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 4.11); 
insert into PURCHASEEVENT values(35627, 45, 264, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.65); 
insert into PURCHASEEVENT values(35628, 56, 298, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.42); 
insert into PURCHASEEVENT values(35629, 38, 230, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.15); 
insert into PURCHASEEVENT values(35630, 45, 238, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.4); 
insert into PURCHASEEVENT values(35631, 30, 95, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.78); 
insert into PURCHASEEVENT values(35632, 34, 96, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 4.12); 
insert into PURCHASEEVENT values(35633, 49, 294, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.72); 
insert into PURCHASEEVENT values(35634, 48, 324, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.71); 
insert into PURCHASEEVENT values(35635, 40, 217, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.92); 
insert into PURCHASEEVENT values(35636, 7, 52, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 4.2); 
insert into PURCHASEEVENT values(35637, 41, 257, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.92); 
insert into PURCHASEEVENT values(35638, 46, 225, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.69); 
insert into PURCHASEEVENT values(35639, 13, 51, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 4.31); 
insert into PURCHASEEVENT values(35640, 44, 224, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.77); 
insert into PURCHASEEVENT values(35641, 28, 175, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.26); 
insert into PURCHASEEVENT values(35642, 16, 84, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.82); 
insert into PURCHASEEVENT values(35643, 45, 234, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.94); 
insert into PURCHASEEVENT values(35644, 45, 267, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.67); 
insert into PURCHASEEVENT values(35645, 16, 26, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.67); 
insert into PURCHASEEVENT values(35646, 48, 360, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.44); 
insert into PURCHASEEVENT values(35647, 54, 325, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.58); 
insert into PURCHASEEVENT values(35648, 14, 61, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.28); 
insert into PURCHASEEVENT values(35649, 46, 254, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.87); 
insert into PURCHASEEVENT values(35650, 10, 3, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.9); 
insert into PURCHASEEVENT values(35651, 36, 166, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.59); 
insert into PURCHASEEVENT values(35652, 55, 296, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.08); 
insert into PURCHASEEVENT values(35653, 45, 211, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.44); 
insert into PURCHASEEVENT values(35654, 30, 155, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 4.1); 
insert into PURCHASEEVENT values(35655, 8, 55, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.89); 
insert into PURCHASEEVENT values(35656, 16, 70, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.3); 
insert into PURCHASEEVENT values(35657, 35, 144, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(35658, 33, 120, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.8); 
